Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
764: RETAIL PRICE,0.1246,0.133632,0.143259,0.153553,0.16481,0.176875,0.189561,0.202705,0.215996,0.229241,0.242499,0.255985,0.269689,0.283601,0.297732,0.312087,0.326681,0.341616,0.356936,0.372652,0.388766,0.405266,0.422149,0.43942,0.457114,0.475277,0.493927,0.513076,0.532738,0.552928,0.573662,0.594958,0.616832,0.639301,0.662381,0.686106
765: RETAIL PRICE,0.1246,0.134088,0.145391,0.160548,0.176448,0.190043,0.202866,0.215572,0.228485,0.241615,0.255066,0.268862,0.282989,0.297431,0.312201,0.32732,0.342789,0.358613,0.374794,0.391342,0.408263,0.425563,0.443245,0.461317,0.479786,0.498663,0.517961,0.537692,0.557868,0.578527,0.599734,0.621516,0.643897,0.666905,0.690571,0.714929
766: RETAIL PRICE,0.1246,0.138392,0.154496,0.168355,0.180827,0.192944,0.205228,0.217709,0.230499,0.243629,0.257081,0.270858,0.284958,0.299387,0.314152,0.329257,0.344706,0.360507,0.376664,0.393186,0.410079,0.427345,0.444991,0.463025,0.481457,0.500298,0.519566,0.539321,0.559592,0.5804,0.601766,0.623712,0.646263,0.669446,0.693291,0.717833
767: RETAIL PRICE,0.1246,0.134088,0.145391,0.160548,0.176448,0.190043,0.202866,0.215572,0.228485,0.241615,0.255066,0.268862,0.282989,0.297431,0.312201,0.32732,0.342789,0.358613,0.374794,0.391342,0.408263,0.425563,0.443246,0.461317,0.479787,0.498665,0.517963,0.537694,0.557871,0.578531,0.59974,0.621523,0.643905,0.666915,0.690582,0.714941
768: RETAIL PRICE,0.1246,0.138392,0.154496,0.168355,0.180827,0.192944,0.205228,0.217709,0.230499,0.243629,0.257081,0.270858,0.284958,0.299387,0.314152,0.329257,0.344706,0.360507,0.376664,0.393186,0.410079,0.427345,0.444991,0.463025,0.481457,0.500299,0.519567,0.539324,0.559596,0.580404,0.601771,0.623718,0.64627,0.669455,0.693301,0.717845
769: RETAIL PRICE,0.1246,0.126491,0.128622,0.131104,0.133793,0.136689,0.13993,0.143373,0.146844,0.150264,0.15357,0.156655,0.15951,0.162172,0.164742,0.167245,0.169691,0.172086,0.174438,0.176754,0.179037,0.181288,0.183517,0.185741,0.187959,0.190174,0.192385,0.194592,0.196795,0.198994,0.20119,0.203383,0.205572,0.207758,0.209941,0.212121
770: RETAIL PRICE,0.1246,0.127447,0.130389,0.133437,0.136808,0.140344,0.143879,0.147324,0.150619,0.153645,0.156423,0.159061,0.161616,0.164092,0.166506,0.168866,0.171181,0.173455,0.175695,0.177926,0.180153,0.182375,0.184592,0.186803,0.189009,0.19121,0.193406,0.195597,0.197785,0.199968,0.202148,0.20433,0.206514,0.2087,0.210887,0.213076
771: RETAIL PRICE,0.1246,0.126491,0.128622,0.131104,0.133793,0.136689,0.13993,0.143373,0.146844,0.150264,0.15357,0.156655,0.15951,0.162172,0.164742,0.167245,0.169691,0.172086,0.174438,0.176754,0.179037,0.181288,0.183517,0.185741,0.187959,0.190174,0.192385,0.194592,0.196795,0.198994,0.20119,0.203383,0.205572,0.207758,0.209941,0.212121
772: RETAIL PRICE,0.1246,0.127447,0.130389,0.133437,0.136808,0.140344,0.143879,0.147324,0.150619,0.153645,0.156423,0.159061,0.161616,0.164092,0.166506,0.168866,0.171181,0.173455,0.175695,0.177926,0.180153,0.182375,0.184592,0.186803,0.189009,0.19121,0.193406,0.195597,0.197785,0.199968,0.202148,0.20433,0.206514,0.2087,0.210887,0.213076
773: RETAIL PRICE,0.1246,0.127761,0.131588,0.137291,0.143558,0.148142,0.151591,0.154447,0.157106,0.159656,0.162114,0.164539,0.166937,0.169306,0.17165,0.173972,0.176275,0.178564,0.180843,0.183112,0.185374,0.187627,0.189871,0.192108,0.194337,0.196559,0.198777,0.200989,0.203197,0.205402,0.207603,0.209802,0.211998,0.214192,0.216385,0.218576
774: RETAIL PRICE,0.1246,0.131616,0.139249,0.144495,0.148002,0.150857,0.153507,0.156034,0.158485,0.160909,0.163302,0.16567,0.168012,0.170326,0.172622,0.174903,0.177171,0.179428,0.181674,0.183911,0.186141,0.188364,0.190579,0.192788,0.194991,0.19719,0.199385,0.201576,0.203764,0.20595,0.208135,0.210318,0.2125,0.214681,0.216862,0.219043
775: RETAIL PRICE,0.1246,0.127761,0.131588,0.137291,0.143558,0.148142,0.151591,0.154447,0.157106,0.159656,0.162114,0.164539,0.166937,0.169306,0.17165,0.173972,0.176275,0.178564,0.180843,0.183112,0.185374,0.187627,0.189871,0.192108,0.194337,0.196559,0.198777,0.200989,0.203197,0.205402,0.207603,0.209802,0.211998,0.214192,0.216385,0.218576
776: RETAIL PRICE,0.1246,0.131616,0.139249,0.144495,0.148002,0.150857,0.153507,0.156034,0.158485,0.160909,0.163302,0.16567,0.168012,0.170326,0.172622,0.174903,0.177171,0.179428,0.181674,0.183911,0.186141,0.188364,0.190579,0.192788,0.194991,0.19719,0.199385,0.201576,0.203764,0.20595,0.208135,0.210318,0.2125,0.214681,0.216862,0.219043
777: RETAIL PRICE,0.1246,0.126491,0.128622,0.131104,0.133793,0.136689,0.13993,0.143373,0.146844,0.150264,0.15357,0.156655,0.15951,0.162172,0.164742,0.167245,0.169691,0.172086,0.174438,0.176754,0.179037,0.181288,0.183517,0.185741,0.187959,0.190174,0.192385,0.194592,0.196795,0.198994,0.20119,0.203383,0.205572,0.207758,0.209941,0.212121
778: RETAIL PRICE,0.1246,0.127447,0.130389,0.133437,0.136808,0.140344,0.143879,0.147324,0.150619,0.153645,0.156423,0.159061,0.161616,0.164092,0.166506,0.168866,0.171181,0.173455,0.175695,0.177926,0.180153,0.182375,0.184592,0.186803,0.189009,0.19121,0.193406,0.195597,0.197785,0.199968,0.202148,0.20433,0.206514,0.2087,0.210887,0.213076
779: RETAIL PRICE,0.1246,0.126491,0.128622,0.131104,0.133793,0.136689,0.13993,0.143373,0.146844,0.150264,0.15357,0.156655,0.15951,0.162172,0.164742,0.167245,0.169691,0.172086,0.174438,0.176754,0.179037,0.181288,0.183517,0.185741,0.187959,0.190174,0.192385,0.194592,0.196795,0.198994,0.20119,0.203383,0.205572,0.207758,0.209941,0.212121
780: RETAIL PRICE,0.1246,0.127447,0.130389,0.133437,0.136808,0.140344,0.143879,0.147324,0.150619,0.153645,0.156423,0.159061,0.161616,0.164092,0.166506,0.168866,0.171181,0.173455,0.175695,0.177926,0.180153,0.182375,0.184592,0.186803,0.189009,0.19121,0.193406,0.195597,0.197785,0.199968,0.202148,0.20433,0.206514,0.2087,0.210887,0.213076
781: RETAIL PRICE,0.1246,0.127761,0.131588,0.137291,0.143558,0.148142,0.151591,0.154447,0.157106,0.159656,0.162114,0.164539,0.166937,0.169306,0.17165,0.173972,0.176275,0.178564,0.180843,0.183112,0.185374,0.187627,0.189871,0.192108,0.194337,0.196559,0.198777,0.200989,0.203197,0.205402,0.207603,0.209802,0.211998,0.214192,0.216385,0.218576
782: RETAIL PRICE,0.1246,0.131616,0.139249,0.144495,0.148002,0.150857,0.153507,0.156034,0.158485,0.160909,0.163302,0.16567,0.168012,0.170326,0.172622,0.174903,0.177171,0.179428,0.181674,0.183911,0.186141,0.188364,0.190579,0.192788,0.194991,0.19719,0.199385,0.201576,0.203764,0.20595,0.208135,0.210318,0.2125,0.214681,0.216862,0.219043
783: RETAIL PRICE,0.1246,0.127761,0.131588,0.137291,0.143558,0.148142,0.151591,0.154447,0.157106,0.159656,0.162114,0.164539,0.166937,0.169306,0.17165,0.173972,0.176275,0.178564,0.180843,0.183112,0.185374,0.187627,0.189871,0.192108,0.194337,0.196559,0.198777,0.200989,0.203197,0.205402,0.207603,0.209802,0.211998,0.214192,0.216385,0.218576
784: RETAIL PRICE,0.1246,0.131616,0.139249,0.144495,0.148002,0.150857,0.153507,0.156034,0.158485,0.160909,0.163302,0.16567,0.168012,0.170326,0.172622,0.174903,0.177171,0.179428,0.181674,0.183911,0.186141,0.188364,0.190579,0.192788,0.194991,0.19719,0.199385,0.201576,0.203764,0.20595,0.208135,0.210318,0.2125,0.214681,0.216862,0.219043
785: RETAIL PRICE,0.1246,0.12748,0.130687,0.134362,0.138355,0.142723,0.147635,0.152913,0.158411,0.164033,0.16969,0.175225,0.180628,0.185948,0.191318,0.196758,0.202278,0.207893,0.213611,0.219446,0.225407,0.231506,0.237789,0.244272,0.250966,0.257882,0.265031,0.272427,0.280083,0.288014,0.296237,0.304768,0.313626,0.322843,0.332455,0.342488
786: RETAIL PRICE,0.1246,0.128461,0.132539,0.136848,0.141651,0.146806,0.152141,0.157558,0.162967,0.168208,0.173296,0.178369,0.183485,0.188645,0.193871,0.199175,0.204567,0.210056,0.215668,0.221448,0.227406,0.233547,0.239879,0.246411,0.253153,0.260117,0.267314,0.274758,0.282463,0.290457,0.298766,0.30741,0.316411,0.325792,0.335579,0.3458
787: RETAIL PRICE,0.1246,0.12748,0.130687,0.134362,0.138355,0.142723,0.147635,0.152913,0.158411,0.164033,0.16969,0.175225,0.180628,0.185948,0.191318,0.196758,0.202278,0.207893,0.213611,0.219446,0.225407,0.231506,0.237789,0.244272,0.250966,0.257882,0.265031,0.272427,0.280083,0.288014,0.296237,0.304768,0.313626,0.322843,0.332455,0.342488
788: RETAIL PRICE,0.1246,0.128461,0.132539,0.136848,0.141651,0.146806,0.152141,0.157558,0.162967,0.168208,0.173296,0.178369,0.183485,0.188645,0.193871,0.199175,0.204567,0.210056,0.215668,0.221448,0.227406,0.233547,0.239879,0.246411,0.253153,0.260117,0.267314,0.274758,0.282463,0.290457,0.298766,0.30741,0.316411,0.325792,0.335579,0.3458
789: RETAIL PRICE,0.1246,0.128796,0.133859,0.14122,0.149421,0.155926,0.161367,0.1663,0.171175,0.17606,0.180978,0.18601,0.191159,0.196422,0.201811,0.207334,0.213002,0.218831,0.224829,0.231008,0.237378,0.243947,0.250724,0.257721,0.264951,0.27243,0.280171,0.288192,0.296511,0.305146,0.314119,0.323453,0.333171,0.343303,0.353876,0.364923
790: RETAIL PRICE,0.1246,0.132748,0.14193,0.148872,0.154169,0.158906,0.163556,0.168196,0.172883,0.177676,0.182572,0.187581,0.192702,0.19794,0.203313,0.208829,0.214497,0.220324,0.226321,0.232498,0.238867,0.245435,0.252214,0.259215,0.266452,0.273941,0.281696,0.289735,0.298076,0.30674,0.315747,0.32512,0.334886,0.345072,0.355707,0.366826
791: RETAIL PRICE,0.1246,0.128796,0.133859,0.14122,0.149421,0.155926,0.161367,0.1663,0.171175,0.17606,0.180978,0.18601,0.191159,0.196422,0.201811,0.207334,0.213002,0.218831,0.224829,0.231008,0.237378,0.243947,0.250724,0.257721,0.264951,0.27243,0.280171,0.288192,0.296511,0.305146,0.314119,0.323453,0.333171,0.343303,0.353876,0.364923
792: RETAIL PRICE,0.1246,0.132748,0.14193,0.148872,0.154169,0.158906,0.163556,0.168196,0.172883,0.177676,0.182572,0.187581,0.192702,0.19794,0.203313,0.208829,0.214497,0.220324,0.226321,0.232498,0.238867,0.245435,0.252214,0.259215,0.266452,0.273941,0.281696,0.289735,0.298076,0.30674,0.315747,0.32512,0.334886,0.345072,0.355707,0.366826
793: RETAIL PRICE,0.1246,0.12748,0.130687,0.134362,0.138355,0.142723,0.147635,0.152913,0.158411,0.164033,0.16969,0.175225,0.180628,0.185948,0.191318,0.196758,0.202278,0.207893,0.213611,0.219446,0.225407,0.231506,0.237789,0.244272,0.250966,0.257882,0.265031,0.272427,0.280083,0.288014,0.296237,0.304768,0.313626,0.322843,0.332455,0.342488
794: RETAIL PRICE,0.1246,0.128461,0.132539,0.136848,0.141651,0.146806,0.152141,0.157558,0.162967,0.168208,0.173296,0.178369,0.183485,0.188645,0.193871,0.199175,0.204567,0.210056,0.215668,0.221448,0.227406,0.233547,0.239879,0.246411,0.253153,0.260117,0.267314,0.274758,0.282463,0.290458,0.298776,0.307437,0.316465,0.325884,0.33572,0.346002
795: RETAIL PRICE,0.1246,0.12748,0.130687,0.134362,0.138355,0.142723,0.147635,0.152913,0.158411,0.164033,0.16969,0.175225,0.180628,0.185948,0.191318,0.196758,0.202278,0.207893,0.213611,0.219446,0.225407,0.231506,0.237789,0.244272,0.250966,0.257882,0.265031,0.272427,0.280083,0.288014,0.296237,0.304768,0.313626,0.322843,0.332455,0.342488
796: RETAIL PRICE,0.1246,0.128461,0.132539,0.136848,0.141651,0.146806,0.152141,0.157558,0.162967,0.168208,0.173296,0.178369,0.183485,0.188645,0.193871,0.199175,0.204567,0.210056,0.215668,0.221448,0.227406,0.233547,0.239879,0.246411,0.253153,0.260117,0.267314,0.274758,0.282463,0.290458,0.298776,0.307437,0.316465,0.325884,0.33572,0.346002
797: RETAIL PRICE,0.1246,0.128796,0.133859,0.14122,0.149421,0.155926,0.161367,0.1663,0.171175,0.17606,0.180978,0.18601,0.191159,0.196422,0.201811,0.207334,0.213002,0.218831,0.224829,0.231008,0.237378,0.243947,0.250724,0.257721,0.264951,0.27243,0.280171,0.288192,0.296511,0.305146,0.314119,0.323453,0.333171,0.343303,0.353876,0.364923
798: RETAIL PRICE,0.1246,0.132748,0.14193,0.148872,0.154169,0.158906,0.163556,0.168196,0.172883,0.177676,0.182572,0.187581,0.192702,0.19794,0.203313,0.208829,0.214497,0.220324,0.226321,0.232498,0.238867,0.245435,0.252214,0.259215,0.266452,0.273941,0.281696,0.289735,0.298078,0.306743,0.315753,0.325132,0.334903,0.345095,0.355737,0.366864
799: RETAIL PRICE,0.1246,0.128796,0.133859,0.14122,0.149421,0.155926,0.161367,0.1663,0.171175,0.17606,0.180978,0.18601,0.191159,0.196422,0.201811,0.207334,0.213002,0.218831,0.224829,0.231008,0.237378,0.243947,0.250724,0.257721,0.264951,0.27243,0.280171,0.288192,0.296511,0.305146,0.314119,0.323453,0.333171,0.343303,0.353876,0.364923
800: RETAIL PRICE,0.1246,0.132748,0.14193,0.148872,0.154169,0.158906,0.163556,0.168196,0.172883,0.177676,0.182572,0.187581,0.192702,0.19794,0.203313,0.208829,0.214497,0.220324,0.226321,0.232498,0.238867,0.245435,0.252214,0.259215,0.266452,0.273941,0.281696,0.289735,0.298078,0.306743,0.315753,0.325132,0.334903,0.345095,0.355737,0.366864
801: RETAIL PRICE,0.1246,0.128999,0.133705,0.138867,0.144292,0.150093,0.156377,0.162902,0.169539,0.176174,0.182683,0.188924,0.194905,0.200703,0.206421,0.212066,0.217646,0.223167,0.228635,0.234055,0.239433,0.244789,0.250142,0.25549,0.260835,0.266175,0.27151,0.27684,0.282164,0.287483,0.292798,0.29811,0.303424,0.308746,0.314075,0.319412
802: RETAIL PRICE,0.1246,0.12999,0.135579,0.141364,0.147603,0.154131,0.160756,0.167359,0.173822,0.179992,0.185896,0.191675,0.197371,0.20298,0.20852,0.213998,0.21942,0.224791,0.230142,0.235493,0.240844,0.24619,0.25153,0.256864,0.262191,0.267512,0.272825,0.278132,0.283439,0.288752,0.294072,0.299402,0.304741,0.310088,0.315442,0.320803
803: RETAIL PRICE,0.1246,0.128999,0.133705,0.138867,0.144292,0.150093,0.156377,0.162902,0.169539,0.176174,0.182683,0.188924,0.194905,0.200703,0.206421,0.212066,0.217646,0.223167,0.228635,0.234057,0.239437,0.244798,0.250159,0.255517,0.260874,0.266229,0.271581,0.27693,0.282276,0.287619,0.29296,0.298297,0.303639,0.308989,0.314347,0.319714
804: RETAIL PRICE,0.1246,0.12999,0.135579,0.141364,0.147603,0.154131,0.160756,0.167359,0.173822,0.179992,0.185896,0.191675,0.197371,0.20298,0.20852,0.213998,0.21942,0.224791,0.230143,0.235495,0.24085,0.246202,0.251551,0.256896,0.262236,0.267573,0.272905,0.278232,0.283563,0.288901,0.294249,0.299606,0.304973,0.310349,0.315733,0.321126
805: RETAIL PRICE,0.1246,0.130357,0.137046,0.146138,0.155863,0.163559,0.170136,0.176141,0.181999,0.187748,0.193418,0.199073,0.204706,0.210308,0.215886,0.22144,0.226978,0.232502,0.238013,0.243513,0.249003,0.25448,0.259944,0.265396,0.270836,0.276266,0.281685,0.287103,0.292524,0.297953,0.303392,0.308845,0.314311,0.319788,0.325274,0.330767
806: RETAIL PRICE,0.1246,0.134337,0.145157,0.153543,0.160211,0.166226,0.172056,0.177765,0.183414,0.189048,0.194657,0.200244,0.205806,0.211341,0.21686,0.222364,0.227852,0.233325,0.238785,0.244234,0.249672,0.255099,0.260514,0.265919,0.271314,0.276699,0.282078,0.287457,0.292843,0.29824,0.303651,0.309078,0.31452,0.319976,0.325441,0.330921
807: RETAIL PRICE,0.1246,0.130357,0.137046,0.146138,0.155863,0.163559,0.170136,0.176141,0.181999,0.187748,0.193418,0.199073,0.204706,0.210308,0.215886,0.22144,0.226978,0.232505,0.238029,0.24356,0.249101,0.254646,0.260193,0.265742,0.271292,0.276846,0.282406,0.287974,0.29355,0.299135,0.30473,0.31034,0.315963,0.321599,0.327249,0.332913
808: RETAIL PRICE,0.1246,0.134337,0.145157,0.153543,0.160211,0.166226,0.172056,0.177765,0.183414,0.189048,0.194657,0.200244,0.205806,0.211341,0.21686,0.222364,0.227852,0.233329,0.238805,0.244288,0.249782,0.25528,0.260782,0.266288,0.271797,0.277311,0.282834,0.288367,0.29391,0.299465,0.305034,0.31062,0.316221,0.321838,0.32747,0.333123
809: RETAIL PRICE,0.1246,0.128999,0.133705,0.138867,0.144292,0.150093,0.156377,0.162902,0.169539,0.176174,0.182683,0.188924,0.194905,0.200703,0.206421,0.212066,0.217646,0.223167,0.228635,0.234055,0.239433,0.244789,0.250142,0.25549,0.260835,0.266175,0.27151,0.27684,0.282164,0.287483,0.292798,0.29811,0.303424,0.308746,0.314077,0.319414
810: RETAIL PRICE,0.1246,0.12999,0.135579,0.141364,0.147603,0.154131,0.160756,0.167359,0.173822,0.179992,0.185896,0.191675,0.197371,0.20298,0.20852,0.213998,0.21942,0.224791,0.230142,0.235493,0.240844,0.24619,0.25153,0.256864,0.262191,0.267512,0.272825,0.278132,0.283439,0.288752,0.294076,0.299412,0.30476,0.310118,0.315487,0.320867
811: RETAIL PRICE,0.1246,0.128999,0.133705,0.138867,0.144292,0.150093,0.156377,0.162902,0.169539,0.176174,0.182683,0.188924,0.194905,0.200703,0.206421,0.212066,0.217646,0.223167,0.228635,0.234057,0.239437,0.244799,0.250159,0.255519,0.260877,0.266235,0.27159,0.276944,0.282296,0.287646,0.292996,0.298345,0.303701,0.309068,0.314447,0.319837
812: RETAIL PRICE,0.1246,0.12999,0.135579,0.141364,0.147603,0.154131,0.160756,0.167359,0.173822,0.179992,0.185896,0.191675,0.197371,0.20298,0.20852,0.213998,0.21942,0.224791,0.230143,0.235495,0.24085,0.246202,0.251552,0.256898,0.26224,0.267579,0.272915,0.278247,0.283584,0.28893,0.294291,0.299667,0.305057,0.310462,0.315881,0.321315
813: RETAIL PRICE,0.1246,0.130357,0.137046,0.146138,0.155863,0.163559,0.170136,0.176141,0.181999,0.187748,0.193418,0.199073,0.204706,0.210308,0.215886,0.22144,0.226978,0.232502,0.238013,0.243513,0.249003,0.25448,0.259944,0.265396,0.270836,0.276266,0.281685,0.287103,0.292524,0.297953,0.303392,0.308846,0.314314,0.319795,0.325285,0.330785
814: RETAIL PRICE,0.1246,0.134337,0.145157,0.153543,0.160211,0.166226,0.172056,0.177765,0.183414,0.189048,0.194657,0.200244,0.205806,0.211341,0.21686,0.222364,0.227852,0.233325,0.238785,0.244234,0.249672,0.255099,0.260514,0.265919,0.271314,0.276699,0.282078,0.287457,0.292844,0.298241,0.303653,0.309082,0.314527,0.319988,0.32546,0.330948
815: RETAIL PRICE,0.1246,0.130357,0.137046,0.146138,0.155863,0.163559,0.170136,0.176141,0.181999,0.187748,0.193418,0.199073,0.204706,0.210308,0.215886,0.22144,0.226978,0.232505,0.238029,0.24356,0.249102,0.254649,0.260199,0.265752,0.271308,0.27687,0.282441,0.288025,0.29362,0.299228,0.304853,0.310498,0.316165,0.321852,0.327562,0.333295
816: RETAIL PRICE,0.1246,0.134337,0.145157,0.153543,0.160211,0.166226,0.172056,0.177765,0.183414,0.189048,0.194657,0.200244,0.205806,0.211341,0.21686,0.222364,0.227852,0.233329,0.238805,0.244288,0.249783,0.255283,0.260788,0.266298,0.271812,0.277334,0.282867,0.288415,0.293977,0.299555,0.305153,0.310774,0.316419,0.322086,0.327778,0.333501
817: RETAIL PRICE,0.1246,0.130028,0.135934,0.142515,0.149568,0.157307,0.165873,0.175015,0.184638,0.194627,0.20479,0.214957,0.225132,0.235465,0.246055,0.256919,0.268078,0.279548,0.291347,0.303495,0.316049,0.329083,0.34262,0.356684,0.371303,0.386508,0.402334,0.418814,0.435985,0.453897,0.472635,0.492257,0.512822,0.534396,0.557058,0.580891
818: RETAIL PRICE,0.1246,0.131044,0.1379,0.145176,0.153204,0.161848,0.170927,0.180323,0.189877,0.199403,0.208924,0.218635,0.228576,0.238748,0.24918,0.259889,0.270889,0.282217,0.293956,0.306135,0.31878,0.331908,0.345539,0.359697,0.37441,0.389707,0.405636,0.422262,0.439628,0.457782,0.476782,0.496682,0.517542,0.53943,0.562421,0.586595
819: RETAIL PRICE,0.1246,0.130028,0.135934,0.142515,0.149568,0.157307,0.165873,0.175015,0.184638,0.194627,0.20479,0.214957,0.225132,0.235465,0.246055,0.256919,0.268078,0.279548,0.291347,0.303495,0.316049,0.329083,0.34262,0.356684,0.371303,0.386508,0.402334,0.418814,0.435985,0.453898,0.472636,0.492258,0.512824,0.5344,0.557063,0.580899
820: RETAIL PRICE,0.1246,0.131044,0.1379,0.145176,0.153204,0.161848,0.170927,0.180323,0.189877,0.199403,0.208924,0.218635,0.228576,0.238748,0.24918,0.259889,0.270889,0.282217,0.293956,0.306135,0.31878,0.331908,0.345539,0.359697,0.37441,0.389707,0.405636,0.422262,0.439628,0.457783,0.476782,0.496683,0.517544,0.539434,0.562426,0.586602
821: RETAIL PRICE,0.1246,0.131435,0.139517,0.150576,0.162702,0.172884,0.182173,0.191161,0.200304,0.209628,0.219203,0.229104,0.239334,0.249894,0.260805,0.27209,0.283777,0.295886,0.308438,0.321459,0.334973,0.349001,0.36357,0.378707,0.394449,0.410828,0.427885,0.44566,0.464197,0.483545,0.503757,0.524891,0.547018,0.570255,0.594697,0.620439
822: RETAIL PRICE,0.1246,0.135516,0.148066,0.158444,0.167347,0.175833,0.184407,0.193133,0.202099,0.211364,0.220926,0.230802,0.240999,0.251533,0.26243,0.273708,0.285386,0.297481,0.310018,0.323021,0.336516,0.350526,0.365078,0.380201,0.39593,0.4123,0.429352,0.447129,0.465676,0.485044,0.505325,0.526593,0.548921,0.572389,0.597086,0.623108
823: RETAIL PRICE,0.1246,0.131435,0.139517,0.150576,0.162702,0.172884,0.182173,0.191161,0.200304,0.209628,0.219203,0.229104,0.239334,0.249894,0.260805,0.27209,0.283777,0.295886,0.308438,0.321459,0.334973,0.349001,0.36357,0.378707,0.394449,0.410828,0.427885,0.44566,0.464197,0.483545,0.503757,0.524891,0.547018,0.570256,0.594698,0.62044
824: RETAIL PRICE,0.1246,0.135516,0.148066,0.158444,0.167347,0.175833,0.184407,0.193133,0.202099,0.211364,0.220926,0.230802,0.240999,0.251533,0.26243,0.273708,0.285386,0.297481,0.310018,0.323021,0.336516,0.350526,0.365078,0.380201,0.39593,0.4123,0.429352,0.447129,0.465676,0.485044,0.505325,0.526593,0.548922,0.57239,0.597087,0.62311
825: RETAIL PRICE,0.1246,0.130028,0.135934,0.142515,0.149568,0.157307,0.165873,0.175015,0.184638,0.194627,0.20479,0.214957,0.225132,0.235465,0.246055,0.256919,0.268078,0.279548,0.291347,0.303495,0.316049,0.329083,0.34262,0.356684,0.371303,0.386517,0.402375,0.41891,0.436156,0.454171,0.473041,0.492831,0.513602,0.535423,0.558384,0.582575
826: RETAIL PRICE,0.1246,0.131044,0.1379,0.145176,0.153204,0.161848,0.170927,0.180323,0.189877,0.199403,0.208924,0.218635,0.228576,0.238748,0.24918,0.259889,0.270889,0.282217,0.293956,0.306138,0.318805,0.331972,0.345656,0.359879,0.374668,0.390053,0.406104,0.422876,0.440412,0.458766,0.478,0.498172,0.519345,0.541591,0.564987,0.589621
827: RETAIL PRICE,0.1246,0.130028,0.135934,0.142515,0.149568,0.157307,0.165873,0.175015,0.184638,0.194627,0.20479,0.214957,0.225132,0.235465,0.246055,0.256919,0.268078,0.279548,0.291347,0.303495,0.316049,0.329083,0.34262,0.356684,0.371303,0.386517,0.402375,0.41891,0.436156,0.454171,0.473043,0.492836,0.513612,0.535441,0.558412,0.582614
828: RETAIL PRICE,0.1246,0.131044,0.1379,0.145176,0.153204,0.161848,0.170927,0.180323,0.189877,0.199403,0.208924,0.218635,0.228576,0.238748,0.24918,0.259889,0.270889,0.282217,0.293956,0.306138,0.318805,0.331972,0.345656,0.359879,0.374668,0.390053,0.406104,0.422876,0.440412,0.458767,0.478002,0.498177,0.519355,0.541608,0.565013,0.589656
829: RETAIL PRICE,0.1246,0.131435,0.139517,0.150576,0.162702,0.172884,0.182173,0.191161,0.200304,0.209628,0.219203,0.229104,0.239334,0.249894,0.260805,0.27209,0.283777,0.295886,0.308438,0.321459,0.334973,0.349001,0.36357,0.378708,0.394452,0.410839,0.427905,0.445691,0.464241,0.483604,0.503833,0.524984,0.547139,0.570419,0.594912,0.620716
830: RETAIL PRICE,0.1246,0.135516,0.148066,0.158444,0.167347,0.175833,0.184407,0.193133,0.202099,0.211364,0.220926,0.230802,0.240999,0.251533,0.26243,0.273708,0.285386,0.297481,0.310018,0.323025,0.336527,0.350546,0.365107,0.380241,0.395982,0.412365,0.429429,0.447219,0.46578,0.485172,0.50549,0.526803,0.549183,0.572713,0.597483,0.62359
831: RETAIL PRICE,0.1246,0.131435,0.139517,0.150576,0.162702,0.172884,0.182173,0.191161,0.200304,0.209628,0.219203,0.229104,0.239334,0.249894,0.260805,0.27209,0.283777,0.295886,0.308438,0.321459,0.334973,0.349001,0.36357,0.378708,0.394452,0.410839,0.427905,0.445691,0.464242,0.483605,0.503834,0.524986,0.547143,0.570424,0.594919,0.620725
832: RETAIL PRICE,0.1246,0.135516,0.148066,0.158444,0.167347,0.175833,0.184407,0.193133,0.202099,0.211364,0.220926,0.230802,0.240999,0.251533,0.26243,0.273708,0.285386,0.297481,0.310018,0.323025,0.336527,0.350546,0.365107,0.380241,0.395982,0.412365,0.429429,0.447219,0.46578,0.485173,0.505491,0.526805,0.549187,0.572718,0.597489,0.623598
833: RETAIL PRICE,0.1246,0.129041,0.133798,0.139058,0.144727,0.150953,0.157719,0.164807,0.172137,0.179586,0.187011,0.194238,0.201262,0.20817,0.21507,0.221964,0.228858,0.235754,0.242653,0.24956,0.256477,0.26344,0.270461,0.277537,0.284665,0.29183,0.299028,0.306253,0.313502,0.320774,0.328067,0.335389,0.342749,0.350142,0.357561,0.365005
834: RETAIL PRICE,0.1246,0.130032,0.135731,0.141785,0.148364,0.155313,0.162477,0.169737,0.176958,0.183964,0.190769,0.197528,0.204279,0.211013,0.217745,0.224478,0.231215,0.23796,0.244754,0.251615,0.25854,0.265523,0.27256,0.279647,0.286778,0.293942,0.301135,0.308358,0.315623,0.32293,0.330276,0.337661,0.34508,0.352529,0.360004,0.3675
835: RETAIL PRICE,0.1246,0.129041,0.133798,0.139058,0.144727,0.150953,0.157719,0.164807,0.172137,0.179586,0.187011,0.194238,0.201262,0.20817,0.21507,0.221964,0.228858,0.235748,0.24263,0.249501,0.256367,0.263267,0.270215,0.277208,0.284238,0.291302,0.298395,0.305511,0.312646,0.319795,0.32695,0.334113,0.34129,0.348484,0.355693,0.362909
