Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
144: RETAIL PRICE,0.1246,0.128718,0.133193,0.13677,0.139545,0.142017,0.144395,0.146725,0.149023,0.151316,0.153602,0.155882,0.158154,0.160417,0.162676,0.164931,0.167184,0.169434,0.171682,0.173928,0.176174,0.178418,0.180661,0.182902,0.185142,0.187381,0.18962,0.191858,0.194096,0.196334,0.198572,0.200811,0.203049,0.205288,0.207528,0.209768
145: RETAIL PRICE,0.1246,0.127263,0.130064,0.133087,0.136307,0.13973,0.143378,0.147189,0.151085,0.155014,0.158929,0.162745,0.166442,0.170033,0.17358,0.177097,0.180588,0.184054,0.187499,0.190924,0.194331,0.197719,0.201097,0.204476,0.207856,0.211237,0.214619,0.218001,0.221384,0.224765,0.228147,0.231527,0.234906,0.238284,0.241661,0.24504
146: RETAIL PRICE,0.1246,0.127717,0.130992,0.134444,0.138098,0.141897,0.145772,0.149666,0.153531,0.157278,0.160903,0.16446,0.167985,0.171474,0.174935,0.17837,0.181783,0.185173,0.188546,0.191918,0.195294,0.198672,0.20205,0.205428,0.208807,0.212184,0.215562,0.218938,0.222312,0.225686,0.229062,0.232442,0.235825,0.239212,0.242602,0.245995
147: RETAIL PRICE,0.1246,0.127263,0.130064,0.133087,0.136307,0.13973,0.143378,0.147189,0.151085,0.155014,0.158929,0.162745,0.166442,0.170033,0.17358,0.177097,0.180588,0.184054,0.187499,0.190924,0.194331,0.197719,0.201097,0.204476,0.207856,0.211237,0.214619,0.218,0.221378,0.224753,0.228124,0.23149,0.234852,0.23821,0.241565,0.244919
148: RETAIL PRICE,0.1246,0.127717,0.130992,0.134444,0.138098,0.141897,0.145772,0.149666,0.153531,0.157278,0.160903,0.16446,0.167985,0.171474,0.174935,0.17837,0.181783,0.185173,0.188546,0.191918,0.195294,0.198672,0.20205,0.205428,0.208807,0.212184,0.215561,0.218935,0.222304,0.22567,0.229034,0.232399,0.235764,0.23913,0.242496,0.245863
149: RETAIL PRICE,0.1246,0.127263,0.130064,0.133087,0.136307,0.13973,0.143378,0.147189,0.151085,0.155014,0.158929,0.162745,0.166442,0.170033,0.17358,0.177097,0.180588,0.184054,0.187499,0.190924,0.194331,0.197719,0.201097,0.204476,0.207856,0.211237,0.214619,0.218001,0.221384,0.224765,0.228147,0.231527,0.234906,0.238284,0.241661,0.24504
150: RETAIL PRICE,0.1246,0.127717,0.130992,0.134444,0.138098,0.141897,0.145772,0.149666,0.153531,0.157278,0.160903,0.16446,0.167985,0.171474,0.174935,0.17837,0.181783,0.185173,0.188546,0.191918,0.195294,0.198672,0.20205,0.205428,0.208807,0.212184,0.215562,0.218938,0.222312,0.225686,0.229062,0.232442,0.235825,0.239212,0.242602,0.245995
151: RETAIL PRICE,0.1246,0.127263,0.130064,0.133087,0.136307,0.13973,0.143378,0.147189,0.151085,0.155014,0.158929,0.162745,0.166442,0.170033,0.17358,0.177097,0.180588,0.184054,0.187499,0.190924,0.194331,0.197719,0.201097,0.204476,0.207856,0.211237,0.214619,0.218,0.221378,0.224753,0.228124,0.23149,0.234852,0.238209,0.241562,0.244914
152: RETAIL PRICE,0.1246,0.127717,0.130992,0.134444,0.138098,0.141897,0.145772,0.149666,0.153531,0.157278,0.160903,0.16446,0.167985,0.171474,0.174935,0.17837,0.181783,0.185173,0.188546,0.191918,0.195294,0.198672,0.20205,0.205428,0.208807,0.212184,0.215561,0.218935,0.222304,0.22567,0.229034,0.232399,0.235764,0.239128,0.242493,0.245857
153: RETAIL PRICE,0.1246,0.127741,0.131407,0.136108,0.141337,0.145898,0.149914,0.15363,0.157241,0.160808,0.164332,0.167848,0.17136,0.174863,0.178359,0.181849,0.185332,0.188812,0.192289,0.195765,0.199239,0.202711,0.206179,0.209643,0.213104,0.216561,0.220016,0.223468,0.226917,0.230364,0.233808,0.23725,0.24069,0.244129,0.247565,0.251
154: RETAIL PRICE,0.1246,0.129736,0.135389,0.140168,0.144139,0.147803,0.151379,0.15491,0.158411,0.161911,0.165407,0.168898,0.172383,0.175858,0.179329,0.182796,0.18626,0.189721,0.193178,0.196633,0.200086,0.203535,0.206982,0.210425,0.213865,0.217303,0.220738,0.224171,0.227603,0.231032,0.234461,0.237888,0.241314,0.244739,0.248163,0.251587
155: RETAIL PRICE,0.1246,0.127741,0.131407,0.136108,0.141337,0.145898,0.149914,0.15363,0.157241,0.160808,0.164332,0.167848,0.17136,0.174863,0.178359,0.181849,0.185332,0.188812,0.192289,0.195765,0.199239,0.202711,0.206179,0.209643,0.213104,0.216559,0.219993,0.223405,0.226801,0.230179,0.233536,0.236872,0.24019,0.243493,0.246782,0.250056
156: RETAIL PRICE,0.1246,0.129736,0.135389,0.140168,0.144139,0.147803,0.151379,0.15491,0.158411,0.161911,0.165407,0.168898,0.172383,0.175858,0.179329,0.182796,0.18626,0.189721,0.193178,0.196633,0.200086,0.203535,0.206982,0.210425,0.213865,0.217297,0.220707,0.224096,0.22747,0.230827,0.234163,0.237479,0.240779,0.244064,0.247336,0.250595
157: RETAIL PRICE,0.1246,0.127741,0.131407,0.136108,0.141337,0.145898,0.149914,0.15363,0.157241,0.160808,0.164332,0.167848,0.17136,0.174863,0.178359,0.181849,0.185332,0.188812,0.192289,0.195765,0.199239,0.202711,0.206179,0.209643,0.213104,0.216561,0.220016,0.223468,0.226917,0.230364,0.233808,0.23725,0.24069,0.244129,0.247565,0.251
158: RETAIL PRICE,0.1246,0.129736,0.135389,0.140168,0.144139,0.147803,0.151379,0.15491,0.158411,0.161911,0.165407,0.168898,0.172383,0.175858,0.179329,0.182796,0.18626,0.189721,0.193178,0.196633,0.200086,0.203535,0.206982,0.210425,0.213865,0.217303,0.220738,0.224171,0.227603,0.231032,0.234461,0.237888,0.241314,0.244739,0.248163,0.251587
159: RETAIL PRICE,0.1246,0.127741,0.131407,0.136108,0.141337,0.145898,0.149914,0.15363,0.157241,0.160808,0.164332,0.167848,0.17136,0.174863,0.178359,0.181849,0.185332,0.188812,0.192289,0.195765,0.199239,0.202711,0.206179,0.209643,0.213104,0.216559,0.219993,0.223405,0.226801,0.230179,0.233536,0.23687,0.240186,0.243486,0.246771,0.250041
160: RETAIL PRICE,0.1246,0.129736,0.135389,0.140168,0.144139,0.147803,0.151379,0.15491,0.158411,0.161911,0.165407,0.168898,0.172383,0.175858,0.179329,0.182796,0.18626,0.189721,0.193178,0.196633,0.200086,0.203535,0.206982,0.210425,0.213865,0.217297,0.220707,0.224096,0.22747,0.230827,0.234163,0.237478,0.240775,0.244057,0.247325,0.25058
161: RETAIL PRICE,0.1246,0.130441,0.136496,0.14296,0.149941,0.157556,0.165644,0.17413,0.183011,0.192187,0.201508,0.210798,0.220026,0.229265,0.238584,0.247976,0.257438,0.266963,0.276542,0.286142,0.295772,0.305482,0.315275,0.325147,0.335083,0.345074,0.355107,0.36517,0.375253,0.385343,0.395453,0.405585,0.415719,0.425846,0.435956,0.446039
162: RETAIL PRICE,0.1246,0.130935,0.137647,0.144883,0.152585,0.160712,0.169222,0.178021,0.186982,0.195929,0.204838,0.213822,0.222895,0.232038,0.241256,0.25054,0.259886,0.269299,0.278814,0.288411,0.298087,0.307843,0.317678,0.327582,0.337541,0.347548,0.357597,0.367692,0.377824,0.387979,0.398157,0.408345,0.418526,0.428692,0.438834,0.448942
163: RETAIL PRICE,0.1246,0.130441,0.136496,0.14296,0.149941,0.157556,0.165644,0.17413,0.183011,0.192187,0.201508,0.210798,0.220026,0.229265,0.238569,0.247909,0.257292,0.266719,0.27618,0.285661,0.295169,0.304742,0.314371,0.324044,0.333764,0.343508,0.353261,0.363011,0.372754,0.38248,0.392196,0.401893,0.411566,0.421206,0.430803,0.440348
164: RETAIL PRICE,0.1246,0.130935,0.137647,0.144883,0.152585,0.160712,0.169222,0.178021,0.186982,0.195929,0.204838,0.213822,0.222895,0.232038,0.241233,0.250458,0.259718,0.269025,0.278418,0.287894,0.297444,0.307057,0.316716,0.326414,0.336149,0.345897,0.355654,0.365427,0.37521,0.384993,0.394761,0.404503,0.414213,0.423882,0.433502,0.443061
165: RETAIL PRICE,0.1246,0.130441,0.136496,0.14296,0.149941,0.157556,0.165644,0.17413,0.183011,0.192187,0.201508,0.210798,0.220026,0.229265,0.238584,0.247976,0.257438,0.266963,0.276542,0.286142,0.295765,0.305462,0.315231,0.325069,0.334956,0.344879,0.354821,0.364765,0.374707,0.38463,0.39454,0.404431,0.414272,0.424045,0.433728,0.443301
166: RETAIL PRICE,0.1246,0.130935,0.137647,0.144883,0.152585,0.160712,0.169222,0.178021,0.186982,0.195929,0.204838,0.213822,0.222895,0.232038,0.241256,0.25054,0.259886,0.269299,0.278814,0.28841,0.298089,0.307851,0.317689,0.32759,0.337536,0.347513,0.35752,0.367551,0.377593,0.387626,0.397645,0.407626,0.41754,0.427371,0.437099,0.446702
167: RETAIL PRICE,0.1246,0.130441,0.136496,0.14296,0.149941,0.157556,0.165644,0.17413,0.183011,0.192187,0.201508,0.210798,0.220026,0.229265,0.238569,0.247906,0.257279,0.26669,0.276124,0.285565,0.295014,0.304509,0.314039,0.323588,0.333152,0.342704,0.352217,0.361671,0.37106,0.380369,0.38959,0.398697,0.40767,0.416487,0.425118,0.433535
168: RETAIL PRICE,0.1246,0.130935,0.137647,0.144883,0.152585,0.160712,0.169222,0.178021,0.186982,0.195929,0.204838,0.213822,0.222895,0.232038,0.241233,0.250454,0.259703,0.268994,0.278359,0.287794,0.297295,0.306848,0.316434,0.326037,0.335651,0.345241,0.354803,0.36433,0.373806,0.38321,0.392514,0.401689,0.410714,0.419566,0.428215,0.436633
169: RETAIL PRICE,0.1246,0.130992,0.138381,0.147587,0.157801,0.167232,0.176186,0.184933,0.193761,0.20268,0.211701,0.220874,0.230187,0.23962,0.249173,0.258839,0.268624,0.27848,0.28828,0.29797,0.307598,0.31721,0.326779,0.336279,0.345691,0.354975,0.364094,0.373019,0.38172,0.39019,0.398465,0.406499,0.414264,0.421783,0.429065,0.436106
170: RETAIL PRICE,0.1246,0.133276,0.143225,0.152546,0.161186,0.169643,0.178176,0.186809,0.19557,0.204493,0.21356,0.222766,0.232098,0.241551,0.251127,0.260821,0.270627,0.28047,0.290243,0.299903,0.309506,0.319089,0.328618,0.338074,0.347435,0.356661,0.365714,0.374565,0.383185,0.391593,0.399832,0.407839,0.415599,0.42312,0.430398,0.437432
171: RETAIL PRICE,0.1246,0.130992,0.138381,0.147587,0.157801,0.167232,0.176186,0.184933,0.193761,0.20268,0.211701,0.220874,0.230187,0.239584,0.248904,0.258151,0.267404,0.27665,0.285858,0.294972,0.303953,0.312781,0.321435,0.329957,0.338309,0.346433,0.354308,0.361927,0.369302,0.376421,0.383265,0.389827,0.396124,0.402178,0.408008,0.413624
172: RETAIL PRICE,0.1246,0.133276,0.143225,0.152546,0.161186,0.169643,0.178176,0.186809,0.19557,0.204493,0.21356,0.222766,0.232098,0.241495,0.250806,0.260055,0.269304,0.278533,0.287715,0.296789,0.30572,0.314481,0.323074,0.331534,0.339808,0.34785,0.355641,0.363174,0.370462,0.377497,0.384274,0.390792,0.397069,0.403119,0.408945,0.414552
173: RETAIL PRICE,0.1246,0.130992,0.138381,0.147587,0.157801,0.167232,0.176186,0.184933,0.193761,0.20268,0.211701,0.220874,0.230187,0.23962,0.249173,0.258839,0.268624,0.27848,0.28828,0.297962,0.307569,0.317146,0.326662,0.336084,0.34539,0.354528,0.363455,0.372135,0.380535,0.388625,0.396427,0.403908,0.411014,0.417758,0.424132,0.430126
174: RETAIL PRICE,0.1246,0.133276,0.143225,0.152546,0.161186,0.169643,0.178176,0.186809,0.19557,0.204493,0.21356,0.222766,0.232098,0.241551,0.251127,0.260821,0.270627,0.28047,0.290242,0.299896,0.309481,0.319035,0.328518,0.337903,0.347166,0.356254,0.365123,0.373737,0.382062,0.390097,0.397877,0.405344,0.412453,0.419202,0.425576,0.431562
175: RETAIL PRICE,0.1246,0.130992,0.138381,0.147587,0.157801,0.167232,0.176186,0.184933,0.193761,0.20268,0.211701,0.220874,0.230187,0.239584,0.248902,0.258138,0.267368,0.276576,0.285726,0.294752,0.303607,0.312267,0.320704,0.328944,0.33695,0.344642,0.351981,0.358944,0.365532,0.371718,0.377459,0.382732,0.387544,0.391909,0.395837,0.399328
176: RETAIL PRICE,0.1246,0.133276,0.143225,0.152546,0.161186,0.169643,0.178176,0.186809,0.19557,0.204493,0.21356,0.222766,0.232098,0.241495,0.250804,0.260042,0.26927,0.278464,0.287591,0.296583,0.305395,0.314,0.322383,0.330573,0.338511,0.346128,0.35339,0.360272,0.366778,0.372883,0.378562,0.383794,0.388586,0.392944,0.396861,0.400333
177: RETAIL PRICE,0.1246,0.131386,0.138409,0.145882,0.153912,0.162619,0.171842,0.18151,0.191606,0.20202,0.212559,0.223052,0.233471,0.243915,0.254437,0.265029,0.275684,0.286376,0.297089,0.30782,0.318615,0.3295,0.340463,0.351493,0.362575,0.373696,0.38484,0.396006,0.407177,0.418362,0.429554,0.440742,0.451919,0.463075,0.474202,0.485288
178: RETAIL PRICE,0.1246,0.131893,0.139602,0.147869,0.156653,0.165913,0.175596,0.185598,0.195761,0.205903,0.216001,0.226181,0.236449,0.246786,0.257192,0.26766,0.27818,0.288749,0.299409,0.310164,0.321014,0.331945,0.342945,0.354001,0.365097,0.37622,0.387382,0.39859,0.409824,0.421072,0.43232,0.443555,0.454772,0.465961,0.477111,0.488212
179: RETAIL PRICE,0.1246,0.131386,0.138409,0.145882,0.153912,0.162619,0.171842,0.18151,0.191606,0.20202,0.212559,0.223052,0.233471,0.243905,0.254382,0.264902,0.275465,0.286062,0.296678,0.307298,0.31795,0.328672,0.339448,0.350261,0.3611,0.371952,0.382806,0.393646,0.404466,0.415276,0.42607,0.436835,0.447563,0.458247,0.468874,0.479435
180: RETAIL PRICE,0.1246,0.131893,0.139602,0.147869,0.156653,0.165913,0.175596,0.185598,0.195761,0.205903,0.216001,0.226181,0.236449,0.246769,0.257123,0.267514,0.277938,0.288409,0.29897,0.309607,0.320307,0.331068,0.341872,0.352703,0.363547,0.374394,0.385257,0.39613,0.407004,0.417869,0.428709,0.439513,0.450272,0.460979,0.47162,0.482186
181: RETAIL PRICE,0.1246,0.131386,0.138409,0.145882,0.153912,0.162619,0.171842,0.18151,0.191606,0.20202,0.212559,0.223052,0.233471,0.243915,0.254437,0.265029,0.275684,0.286376,0.297086,0.307806,0.31858,0.329432,0.340349,0.351315,0.362311,0.373328,0.384348,0.395363,0.40635,0.417308,0.428218,0.439053,0.449796,0.460425,0.470915,0.481238
182: RETAIL PRICE,0.1246,0.131893,0.139602,0.147869,0.156653,0.165913,0.175596,0.185598,0.195761,0.205903,0.216001,0.226181,0.236449,0.246786,0.257192,0.26766,0.27818,0.288749,0.299408,0.310166,0.321024,0.33196,0.342957,0.353995,0.365054,0.376124,0.387213,0.398319,0.409411,0.420466,0.431458,0.442363,0.453161,0.463831,0.474344,0.484671
183: RETAIL PRICE,0.1246,0.131386,0.138409,0.145882,0.153912,0.162619,0.171842,0.18151,0.191606,0.20202,0.212559,0.223052,0.233471,0.243905,0.25438,0.26489,0.275435,0.286003,0.296579,0.30714,0.317714,0.328334,0.338981,0.34963,0.360261,0.370858,0.381403,0.391869,0.402238,0.412508,0.422649,0.432627,0.442414,0.45198,0.461286,0.470296
184: RETAIL PRICE,0.1246,0.131893,0.139602,0.147869,0.156653,0.165913,0.175596,0.185598,0.195761,0.205903,0.216001,0.226181,0.236449,0.246769,0.257119,0.2675,0.277905,0.288348,0.29887,0.309464,0.320114,0.33081,0.341524,0.352233,0.362913,0.373554,0.384155,0.394696,0.405157,0.415506,0.42571,0.435734,0.445552,0.45513,0.464431,0.473412
185: RETAIL PRICE,0.1246,0.131965,0.140424,0.15087,0.162394,0.173029,0.183181,0.193133,0.203178,0.213311,0.223557,0.23396,0.244504,0.255169,0.265952,0.276841,0.287709,0.298529,0.309314,0.320081,0.330801,0.341458,0.352021,0.362457,0.372724,0.382775,0.392653,0.402305,0.411709,0.420851,0.429706,0.43827,0.446577,0.454636,0.462447,0.47001
186: RETAIL PRICE,0.1246,0.134295,0.145433,0.155952,0.165791,0.175444,0.18518,0.195018,0.204992,0.215131,0.225418,0.235846,0.246401,0.257078,0.267879,0.278774,0.289625,0.30042,0.311182,0.321922,0.332602,0.343212,0.353718,0.364088,0.374277,0.384254,0.394061,0.403632,0.412966,0.422067,0.430909,0.43948,0.447791,0.45585,0.463658,0.471214
187: RETAIL PRICE,0.1246,0.131965,0.140424,0.15087,0.162394,0.173029,0.183181,0.193133,0.203178,0.213311,0.223557,0.23396,0.244481,0.254953,0.265373,0.275787,0.28618,0.296536,0.306807,0.31691,0.326867,0.336668,0.346276,0.355676,0.364848,0.373773,0.382432,0.390819,0.398943,0.406798,0.414368,0.42165,0.428683,0.43549,0.442075,0.448446
188: RETAIL PRICE,0.1246,0.134295,0.145433,0.155952,0.165791,0.175444,0.18518,0.195018,0.204992,0.215131,0.225418,0.235846,0.246367,0.256824,0.267241,0.27765,0.288026,0.298352,0.308582,0.31863,0.328532,0.33826,0.347789,0.357106,0.366191,0.375024,0.383592,0.391888,0.399928,0.407726,0.415267,0.422546,0.42958,0.436385,0.442965,0.449327
189: RETAIL PRICE,0.1246,0.131965,0.140424,0.15087,0.162394,0.173029,0.183181,0.193133,0.203178,0.213311,0.223557,0.23396,0.244504,0.255169,0.265952,0.276841,0.287709,0.298525,0.309295,0.320035,0.330705,0.34129,0.35175,0.362046,0.372128,0.38194,0.391507,0.400774,0.409698,0.418246,0.426372,0.434058,0.441319,0.448152,0.454538,0.460464
190: RETAIL PRICE,0.1246,0.134295,0.145433,0.155952,0.165791,0.175444,0.18518,0.195018,0.204992,0.215131,0.225418,0.235846,0.246401,0.257078,0.267879,0.278774,0.289624,0.300415,0.311166,0.321884,0.332523,0.343069,0.353482,0.363721,0.373735,0.383479,0.392982,0.402172,0.411036,0.419554,0.427679,0.435378,0.442648,0.449483,0.455865,0.461779
191: RETAIL PRICE,0.1246,0.131965,0.140424,0.15087,0.162394,0.173029,0.183181,0.193133,0.203178,0.213311,0.223557,0.23396,0.244481,0.254952,0.265361,0.275753,0.286105,0.2964,0.306581,0.316556,0.326334,0.335899,0.3452,0.354205,0.362877,0.371175,0.379061,0.386505,0.393501,0.400017,0.40601,0.411454,0.416377,0.420785,0.42467,0.428027
192: RETAIL PRICE,0.1246,0.134295,0.145433,0.155952,0.165791,0.175444,0.18518,0.195018,0.204992,0.215131,0.225418,0.235846,0.246367,0.256822,0.26723,0.277619,0.287957,0.298227,0.308373,0.318303,0.328037,0.337541,0.346773,0.355703,0.364296,0.37251,0.380308,0.387662,0.394578,0.401043,0.407011,0.412452,0.41737,0.421766,0.425632,0.428963
193: RETAIL PRICE,0.1246,0.126314,0.12814,0.130137,0.132295,0.134597,0.137075,0.139687,0.142379,0.145095,0.14779,0.150425,0.152954,0.155383,0.157747,0.160084,0.162397,0.164688,0.166961,0.169218,0.171461,0.17369,0.175905,0.178111,0.180318,0.182527,0.184736,0.186947,0.189159,0.191372,0.193585,0.195798,0.198011,0.200225,0.202438,0.204652
194: RETAIL PRICE,0.1246,0.126755,0.129024,0.131431,0.133997,0.13666,0.139363,0.142061,0.144726,0.147284,0.149731,0.152104,0.154444,0.156751,0.159033,0.161294,0.163534,0.165758,0.167966,0.170165,0.172367,0.17457,0.176775,0.17898,0.181185,0.183392,0.185598,0.187805,0.190011,0.192218,0.194424,0.196631,0.198842,0.201055,0.203272,0.205491
195: RETAIL PRICE,0.1246,0.126314,0.12814,0.130137,0.132295,0.134597,0.137075,0.139687,0.142379,0.145095,0.14779,0.150425,0.152954,0.155383,0.157747,0.160084,0.162397,0.164688,0.166961,0.169218,0.171461,0.17369,0.175905,0.178111,0.180318,0.182527,0.184736,0.186947,0.189159,0.191372,0.193584,0.195795,0.198003,0.200209,0.202413,0.204615
196: RETAIL PRICE,0.1246,0.126755,0.129024,0.131431,0.133997,0.13666,0.139363,0.142061,0.144726,0.147284,0.149731,0.152104,0.154444,0.156751,0.159033,0.161294,0.163534,0.165758,0.167966,0.170165,0.172367,0.17457,0.176775,0.17898,0.181185,0.183392,0.185598,0.187805,0.190011,0.192218,0.194424,0.196627,0.19883,0.201035,0.203241,0.205447
197: RETAIL PRICE,0.1246,0.126314,0.12814,0.130137,0.132295,0.134597,0.137075,0.139687,0.142379,0.145095,0.14779,0.150425,0.152954,0.155383,0.157747,0.160084,0.162397,0.164688,0.166961,0.169218,0.171461,0.17369,0.175905,0.178111,0.180318,0.182527,0.184736,0.186947,0.189159,0.191372,0.193585,0.195798,0.198011,0.200225,0.202438,0.204652
198: RETAIL PRICE,0.1246,0.126755,0.129024,0.131431,0.133997,0.13666,0.139363,0.142061,0.144726,0.147284,0.149731,0.152104,0.154444,0.156751,0.159033,0.161294,0.163534,0.165758,0.167966,0.170165,0.172367,0.17457,0.176775,0.17898,0.181185,0.183392,0.185598,0.187805,0.190011,0.192218,0.194424,0.196631,0.198842,0.201055,0.203272,0.205491
199: RETAIL PRICE,0.1246,0.126314,0.12814,0.130137,0.132295,0.134597,0.137075,0.139687,0.142379,0.145095,0.14779,0.150425,0.152954,0.155383,0.157747,0.160084,0.162397,0.164688,0.166961,0.169218,0.171461,0.17369,0.175905,0.178111,0.180318,0.182527,0.184736,0.186947,0.189159,0.191372,0.193584,0.195795,0.198003,0.200209,0.202413,0.204615
200: RETAIL PRICE,0.1246,0.126755,0.129024,0.131431,0.133997,0.13666,0.139363,0.142061,0.144726,0.147284,0.149731,0.152104,0.154444,0.156751,0.159033,0.161294,0.163534,0.165758,0.167966,0.170165,0.172367,0.17457,0.176775,0.17898,0.181185,0.183392,0.185598,0.187805,0.190011,0.192218,0.194424,0.196627,0.19883,0.201035,0.203241,0.205447
201: RETAIL PRICE,0.1246,0.126757,0.129326,0.132702,0.136553,0.139936,0.142771,0.145329,0.147738,0.150103,0.152425,0.154722,0.157015,0.159299,0.161577,0.163849,0.166116,0.168378,0.170639,0.172898,0.175157,0.177415,0.179671,0.181925,0.184178,0.186429,0.188679,0.190928,0.193177,0.195424,0.197671,0.199917,0.202163,0.204408,0.206654,0.208899
202: RETAIL PRICE,0.1246,0.128705,0.133141,0.136722,0.139502,0.141976,0.144351,0.146678,0.148972,0.15126,0.153542,0.155818,0.158088,0.160348,0.162604,0.164857,0.167107,0.169356,0.171602,0.173847,0.176091,0.178334,0.180575,0.182815,0.185054,0.187292,0.189529,0.191766,0.194003,0.196239,0.198476,0.200712,0.202949,0.205187,0.207424,0.209663
203: RETAIL PRICE,0.1246,0.126757,0.129326,0.132702,0.136553,0.139936,0.142771,0.145329,0.147738,0.150103,0.152425,0.154722,0.157015,0.159299,0.161577,0.163849,0.166116,0.168378,0.170639,0.172898,0.175157,0.177415,0.179671,0.181925,0.184178,0.186429,0.188679,0.190928,0.193176,0.195414,0.197633,0.199832,0.202015,0.204186,0.206346,0.208493
204: RETAIL PRICE,0.1246,0.128705,0.133141,0.136722,0.139502,0.141976,0.144351,0.146678,0.148972,0.15126,0.153542,0.155818,0.158088,0.160348,0.162604,0.164857,0.167107,0.169356,0.171602,0.173847,0.176091,0.178334,0.180575,0.182815,0.185054,0.187292,0.189529,0.191766,0.194,0.19622,0.198421,0.200603,0.202771,0.204926,0.207071,0.209204
205: RETAIL PRICE,0.1246,0.126757,0.129326,0.132702,0.136553,0.139936,0.142771,0.145329,0.147738,0.150103,0.152425,0.154722,0.157015,0.159299,0.161577,0.163849,0.166116,0.168378,0.170639,0.172898,0.175157,0.177415,0.179671,0.181925,0.184178,0.186429,0.188679,0.190928,0.193177,0.195424,0.197671,0.199917,0.202163,0.204408,0.206654,0.208899
206: RETAIL PRICE,0.1246,0.128705,0.133141,0.136722,0.139502,0.141976,0.144351,0.146678,0.148972,0.15126,0.153542,0.155818,0.158088,0.160348,0.162604,0.164857,0.167107,0.169356,0.171602,0.173847,0.176091,0.178334,0.180575,0.182815,0.185054,0.187292,0.189529,0.191766,0.194003,0.196239,0.198476,0.200712,0.202949,0.205187,0.207424,0.209663
207: RETAIL PRICE,0.1246,0.126757,0.129326,0.132702,0.136553,0.139936,0.142771,0.145329,0.147738,0.150103,0.152425,0.154722,0.157015,0.159299,0.161577,0.163849,0.166116,0.168378,0.170639,0.172898,0.175157,0.177415,0.179671,0.181925,0.184178,0.186429,0.188679,0.190928,0.193176,0.195414,0.197633,0.199832,0.202015,0.204186,0.206346,0.208493
208: RETAIL PRICE,0.1246,0.128705,0.133141,0.136722,0.139502,0.141976,0.144351,0.146678,0.148972,0.15126,0.153542,0.155818,0.158088,0.160348,0.162604,0.164857,0.167107,0.169356,0.171602,0.173847,0.176091,0.178334,0.180575,0.182815,0.185054,0.187292,0.189529,0.191766,0.194,0.19622,0.198421,0.200603,0.202771,0.204926,0.207071,0.209204
209: RETAIL PRICE,0.1246,0.12726,0.130048,0.133039,0.13622,0.139578,0.143167,0.146935,0.150806,0.154722,0.158634,0.162471,0.166193,0.169803,0.173355,0.176878,0.180374,0.183846,0.187297,0.190729,0.194144,0.197539,0.200918,0.204295,0.207674,0.211054,0.214435,0.217817,0.221199,0.224581,0.227963,0.231344,0.234724,0.238103,0.241481,0.244858
210: RETAIL PRICE,0.1246,0.127713,0.130976,0.134409,0.138045,0.141824,0.145681,0.149558,0.153417,0.157164,0.160793,0.164346,0.167869,0.171358,0.174819,0.178255,0.181669,0.185063,0.188437,0.191806,0.19518,0.198555,0.201932,0.205309,0.208686,0.212063,0.215439,0.218815,0.22219,0.225563,0.228938,0.232316,0.235698,0.239084,0.242473,0.245865
211: RETAIL PRICE,0.1246,0.12726,0.130048,0.133039,0.13622,0.139578,0.143167,0.146935,0.150806,0.154722,0.158634,0.162471,0.166193,0.169803,0.173355,0.176878,0.180374,0.183846,0.187297,0.190729,0.194141,0.197531,0.200901,0.204267,0.207631,0.210994,0.214354,0.217711,0.221066,0.224418,0.227767,0.231114,0.234457,0.237797,0.241135,0.244471
212: RETAIL PRICE,0.1246,0.127713,0.130976,0.134409,0.138045,0.141824,0.145681,0.149558,0.153417,0.157164,0.160793,0.164346,0.167869,0.171358,0.174819,0.178255,0.181669,0.185063,0.188437,0.191806,0.195176,0.198544,0.20191,0.205275,0.208636,0.211994,0.215348,0.218698,0.222044,0.225386,0.228727,0.232069,0.235413,0.238759,0.242107,0.245457
213: RETAIL PRICE,0.1246,0.12726,0.130048,0.133039,0.13622,0.139578,0.143167,0.146935,0.150806,0.154722,0.158634,0.162471,0.166193,0.169803,0.173355,0.176878,0.180374,0.183846,0.187297,0.190729,0.194144,0.197539,0.200918,0.204295,0.207674,0.211054,0.214435,0.217817,0.221199,0.224581,0.227963,0.231344,0.234724,0.238103,0.241481,0.244858
214: RETAIL PRICE,0.1246,0.127713,0.130976,0.134409,0.138045,0.141824,0.145681,0.149558,0.153417,0.157164,0.160793,0.164346,0.167869,0.171358,0.174819,0.178255,0.181669,0.185063,0.188437,0.191806,0.19518,0.198555,0.201932,0.205309,0.208686,0.212063,0.215439,0.218815,0.22219,0.225563,0.228938,0.232316,0.235698,0.239084,0.242473,0.245865
215: RETAIL PRICE,0.1246,0.12726,0.130048,0.133039,0.13622,0.139578,0.143167,0.146935,0.150806,0.154722,0.158634,0.162471,0.166193,0.169803,0.173355,0.176878,0.180374,0.183846,0.187297,0.190729,0.194141,0.197531,0.200901,0.204267,0.207631,0.210994,0.214352,0.217707,0.221059,0.224407,0.227751,0.231091,0.234425,0.237756,0.241083,0.244407
